,Sensor Ext 1,,,,,,Sensor Int 1,,,,,,Sensor Int 2,,,
00:24:13,19.59,51.61,430,374,3.55,44,27.33,52.29,441,166,4.71,29,27.04,42.16,574,IDLE
00:25:13,22.9,30.1,434,35,0.95,29,27.24,39.26,576,209,2.14,48,24.61,39.32,506,ERROR
00:26:13,27.36,33.99,538,92,1.23,23,27.55,48.2,532,404,4.82,22,22.98,41.74,527,IDLE
00:27:13,21.52,57.7,563,498,4.08,48,25.24,43.17,531,118,2.26,23,21.05,46.18,462,PAUSED
00:28:13,23.29,43.31,549,216,0.56,41,18.65,38.56,451,402,1.77,11,18.68,33.6,550,IDLE
00:29:13,18.4,53.57,514,175,0.95,16,20.99,54.44,557,5,0.24,41,27.06,52.83,407,PAUSED
00:30:13,20.05,32.1,508,160,1.92,21,21.78,43.66,564,395,3.03,38,25.2,41.9,583,IDLE
00:31:13,25.6,57.59,578,23,4.85,16,26.21,38.11,562,387,4.47,16,25.21,48.35,471,IDLE
00:32:13,18.31,51.91,450,478,1.39,12,18.48,30.28,399,257,3.8,10,19.46,36.05,452,ERROR
00:33:13,27.13,39.97,400,313,3.82,38,23.77,30.93,434,133,2.23,20,19.4,52.7,452,IDLE
00:34:13,22.83,44.81,405,158,2.07,1,19.88,59.67,470,343,4.21,8,23.87,59.38,383,PAUSED
00:35:13,27.24,44.19,561,420,2.8,5,22.89,30.83,496,159,4.07,13,24.28,44.29,424,IDLE
00:36:13,23.08,58.16,599,411,0.09,21,25.53,50.06,449,260,1.59,8,24.31,51.68,504,PAUSED
00:37:13,19.46,55.17,596,346,0.5,2,18.56,53.33,567,59,3.61,36,23.24,43.92,456,ERROR
00:38:13,20.59,52.55,493,441,1.25,39,27.42,53.84,599,162,1.93,16,21.41,55.81,564,PRINTING
00:39:13,25.29,46.41,401,49,3.93,10,26.03,44.14,587,292,1.67,47,21.68,59.91,511,IDLE
00:40:13,26.24,33.74,452,419,4.46,7,27.38,46.65,536,102,4.56,23,27.55,37.13,503,IDLE
00:41:13,,,,,,,24.72,54.16,398,100,2.02,16,22.44,47.58,438,PAUSED
00:42:13,25.44,31.32,403,402,0.92,13,21.5,49.1,567,271,0.03,4,25.27,52.47,600,PRINTING
00:43:13,27.91,57.36,440,372,3.64,26,27.23,30.11,443,467,3.22,20,19.43,51.74,545,ERROR
00:44:13,27.82,50.01,540,410,1.42,30,20.58,43.8,437,219,2.17,27,20.43,32.89,437,PRINTING
00:45:13,25.24,36.84,467,451,2.88,4,,,,,,,19.03,49.1,391,PRINTING
00:46:13,19.52,41.92,422,400,4.45,20,23.9,46.66,598,211,3.15,9,19.85,40.69,474,IDLE
00:47:13,20.34,48.47,476,53,3.3,14,,,,,,,25.4,51.0,427,PAUSED
00:48:13,19.66,57.46,464,91,1.24,39,27.16,43.97,560,367,1.95,28,23.93,53.8,519,PRINTING
00:49:13,25.14,34.29,427,199,3.87,28,27.48,59.85,391,35,2.26,0,19.13,46.46,595,ERROR
00:50:13,19.97,44.93,594,481,0.1,28,26.1,38.29,595,230,4.36,29,19.69,52.64,398,PRINTING
00:51:13,23.73,57.2,446,83,3.97,46,25.69,33.13,552,350,1.75,38,22.43,44.83,582,IDLE
00:52:13,23.77,35.16,498,160,3.13,50,21.95,55.96,540,479,3.16,17,22.05,59.3,420,PAUSED
00:53:13,27.5,32.25,517,186,3.97,46,24.42,54.19,445,28,3.33,46,27.09,46.11,487,IDLE
00:54:13,20.63,37.41,566,171,4.74,43,22.1,50.53,417,152,4.94,24,27.68,39.59,487,PRINTING
00:55:13,24.25,35.62,442,325,3.34,39,21.17,34.33,554,104,2.55,3,22.07,41.72,395,ERROR
00:56:13,25.21,49.01,471,19,1.02,41,27.63,40.73,501,92,2.14,18,25.5,33.37,422,PRINTING
00:57:13,23.35,47.28,392,315,1.1,9,23.6,48.63,549,372,4.93,28,18.4,30.86,596,IDLE
00:58:13,26.33,37.98,415,222,0.82,22,18.61,57.81,409,355,2.39,27,24.06,44.58,569,ERROR
00:59:13,23.13,41.11,502,65,0.24,50,25.29,43.94,487,384,2.5,42,25.3,48.25,588,ERROR
01:00:13,27.65,45.22,560,229,1.72,37,19.78,48.39,400,78,1.08,11,18.15,42.85,396,ERROR
01:01:13,26.68,59.36,530,461,0.58,23,,,,,,,18.05,30.49,451,PAUSED
01:02:13,19.19,54.4,597,237,0.62,41,27.28,58.75,461,382,2.18,49,26.82,40.06,387,PRINTING
01:03:13,19.4,53.98,527,112,1.76,40,22.14,33.3,492,443,1.05,34,18.1,46.13,559,IDLE
01:04:13,21.17,52.85,405,403,2.98,46,19.35,58.14,595,460,3.9,24,26.15,47.13,445,PRINTING
01:05:13,19.93,33.89,503,67,4.19,17,26.07,42.13,560,316,0.56,41,24.15,37.5,548,PAUSED
01:06:13,18.48,51.24,410,178,4.73,15,22.62,34.22,528,17,3.27,33,19.5,48.77,419,PAUSED
01:07:13,22.25,34.61,538,409,3.88,14,22.5,32.06,382,18,3.24,40,21.85,34.39,539,ERROR
01:08:13,27.08,40.66,464,434,2.31,48,19.03,55.72,589,35,0.55,22,22.53,33.92,536,PRINTING
01:09:13,22.95,35.33,560,170,0.76,48,19.82,36.17,428,317,3.48,33,19.21,59.8,425,ERROR
01:10:13,21.1,44.43,454,445,0.96,10,26.51,35.37,572,275,2.83,29,25.62,51.78,537,ERROR
01:11:13,18.92,59.92,439,362,3.53,37,21.43,35.07,546,106,3.4,43,18.37,44.96,467,PAUSED
01:12:13,18.11,57.6,405,400,4.66,39,23.37,59.07,536,251,4.66,42,22.29,50.9,502,PRINTING
01:13:13,27.29,53.19,397,110,4.36,36,19.1,54.69,458,479,4.13,19,,,,ERROR
01:14:13,19.68,52.79,476,324,0.72,4,25.66,57.72,545,171,4.95,8,26.08,32.96,580,PRINTING
01:15:13,23.66,32.28,525,145,2.76,26,23.9,53.38,558,447,4.84,47,27.98,43.9,517,PRINTING
01:16:13,21.15,42.61,443,90,1.65,23,27.29,51.4,492,355,1.01,12,22.69,39.19,480,PAUSED
01:17:13,23.58,50.69,440,293,4.85,42,22.01,50.64,473,169,0.55,0,24.15,44.26,587,IDLE
01:18:13,23.38,49.01,595,184,2.74,38,,,,,,,25.88,51.37,403,PRINTING
01:19:13,19.42,39.82,461,202,3.93,50,25.41,43.06,424,430,4.4,6,25.61,53.47,523,ERROR
01:20:13,23.21,42.24,501,184,2.18,27,20.37,50.64,503,472,3.92,48,27.76,50.37,557,PAUSED
01:21:13,26.8,43.33,403,466,0.66,6,25.99,56.21,549,80,3.68,28,19.09,33.7,544,ERROR
01:22:13,26.92,50.38,527,138,4.71,36,23.41,55.08,526,89,4.15,10,27.82,33.92,447,PRINTING
01:23:13,26.07,39.04,555,352,3.77,43,24.25,41.11,413,230,1.94,37,27.81,48.33,479,ERROR
01:24:13,21.22,59.8,434,467,1.83,46,19.96,56.73,421,408,1.29,28,27.83,36.36,399,ERROR
01:25:13,26.16,41.43,488,59,1.49,39,22.28,50.58,449,482,1.66,21,18.47,53.2,393,ERROR
01:26:13,18.5,57.99,563,326,1.7,14,18.35,33.72,532,175,0.58,25,25.07,47.2,407,PAUSED
01:27:13,19.14,42.21,383,399,3.16,27,20.78,34.26,501,210,3.18,46,23.26,57.11,494,ERROR
01:28:13,24.98,52.2,549,44,1.3,29,24.66,53.78,485,76,1.51,36,25.34,36.02,555,IDLE
01:29:13,18.91,33.54,536,192,2.05,49,18.35,55.0,552,375,2.29,40,27.69,54.28,598,IDLE
01:30:13,26.31,58.24,417,269,2.76,37,26.13,36.01,525,221,2.5,9,19.97,44.44,537,IDLE
01:31:13,25.67,42.97,501,358,0.37,40,19.3,55.42,446,341,2.11,13,19.79,58.42,485,PAUSED
01:32:13,25.96,35.07,517,453,1.74,17,22.15,54.04,464,331,0.42,18,27.4,59.37,576,PAUSED
01:33:13,23.7,36.17,401,167,2.94,6,22.6,30.14,549,67,3.57,28,21.48,32.5,584,PAUSED
01:34:13,24.98,41.05,435,363,1.27,24,18.66,35.85,468,222,1.04,13,,,,IDLE
01:35:13,,,,,,,23.91,51.36,489,393,3.94,15,26.13,39.73,538,PRINTING
01:36:13,24.37,44.1,532,277,0.28,8,21.77,46.06,508,37,3.93,19,23.46,56.42,457,ERROR
01:37:13,26.59,33.41,513,366,3.8,41,24.21,45.51,588,379,2.73,19,22.32,56.54,411,IDLE
01:38:13,18.13,44.5,381,349,1.71,25,18.65,56.26,421,294,0.1,25,20.06,33.58,412,ERROR
01:39:13,19.65,35.17,578,458,2.61,20,22.95,48.15,567,497,3.79,13,20.94,39.41,463,PAUSED
01:40:13,25.49,30.19,497,302,1.38,31,21.56,49.2,445,400,4.51,8,18.55,43.79,507,IDLE
01:41:13,18.18,43.93,491,494,0.87,11,27.97,45.6,402,26,4.38,24,26.22,38.19,404,ERROR
01:42:13,25.15,47.96,572,292,4.43,18,20.64,56.97,492,496,0.71,33,24.99,41.33,548,PRINTING
01:43:14,,,,,,,20.36,32.47,391,194,1.33,20,25.53,59.87,394,ERROR
01:44:14,27.1,40.78,413,237,0.56,44,25.36,53.8,598,12,4.41,43,22.35,54.37,391,ERROR
01:45:14,24.72,46.53,445,423,2.76,39,25.06,48.34,599,386,3.97,1,24.4,34.23,403,PAUSED
01:46:14,21.16,57.06,494,447,1.07,30,26.54,46.93,395,225,1.45,45,22.08,34.09,600,PAUSED
01:47:14,21.25,45.25,443,404,2.39,12,19.35,55.54,442,381,4.55,30,22.54,48.75,437,ERROR
01:48:14,21.09,58.68,567,347,0.88,13,21.74,34.97,555,250,4.67,9,,,,PAUSED
01:49:14,23.63,45.16,523,471,0.73,24,19.36,59.37,579,441,2.47,32,21.34,53.26,527,PAUSED
01:50:14,24.34,51.51,466,411,4.83,22,27.51,44.44,594,363,0.73,48,,,,PRINTING
01:51:14,24.8,40.89,588,2,3.01,46,18.6,59.42,514,282,0.53,41,22.26,52.81,388,ERROR
01:52:14,27.43,39.26,507,336,1.75,9,25.91,47.67,493,335,4.63,45,19.2,57.54,469,IDLE
01:53:14,20.09,56.51,472,212,1.47,29,21.89,46.31,489,402,3.48,21,19.71,44.3,447,IDLE
01:54:14,25.96,57.56,404,372,0.77,1,19.27,39.43,561,140,4.23,9,27.53,51.2,512,ERROR
01:55:14,21.85,55.45,591,113,3.71,10,25.17,47.55,461,272,1.7,47,25.81,54.83,451,IDLE
01:56:14,26.95,37.31,600,192,1.45,10,21.55,43.5,467,420,3.58,17,19.42,31.7,459,PRINTING
01:57:14,21.11,35.08,398,406,3.42,9,19.34,42.65,476,281,2.91,11,26.04,39.8,588,IDLE
01:58:14,26.66,51.91,586,142,2.49,30,,,,,,,18.35,33.93,417,ERROR
01:59:14,21.17,42.58,553,281,2.23,4,27.46,48.47,482,11,3.04,9,18.22,59.64,526,PAUSED
02:00:14,19.69,40.62,533,130,3.09,25,27.77,45.4,573,118,0.77,30,23.53,47.31,547,PAUSED
02:01:14,25.06,57.09,438,255,0.16,25,25.36,59.53,553,145,0.07,18,22.45,41.79,465,PRINTING
02:02:14,21.57,34.08,439,119,3.29,3,27.21,44.24,516,212,4.34,36,21.88,42.09,499,IDLE
02:03:14,,,,,,,22.82,42.87,573,62,4.03,45,18.26,42.58,480,ERROR
02:04:14,23.78,48.17,389,38,1.61,43,25.25,54.69,578,91,4.15,13,20.79,33.69,394,PAUSED
02:05:14,23.41,43.9,539,363,0.96,11,18.19,43.64,532,329,3.97,12,22.21,47.04,481,ERROR
02:06:14,24.07,49.54,515,6,1.43,38,19.15,31.51,524,257,0.97,3,25.05,57.22,392,PRINTING
02:07:14,21.18,45.51,453,151,4.85,28,18.14,55.06,474,242,4.18,32,26.35,50.0,410,PAUSED
02:08:14,20.62,40.28,496,341,2.75,37,24.63,54.76,580,229,0.82,41,18.96,56.75,447,PRINTING
02:09:14,18.18,33.35,501,179,2.2,28,19.81,55.7,450,408,3.41,24,25.15,44.19,502,ERROR
02:10:14,24.08,52.86,398,375,3.98,23,27.4,40.98,595,269,4.78,31,22.11,53.05,479,PRINTING
02:11:14,25.84,33.37,483,442,4.32,17,18.1,51.64,424,427,0.86,14,25.38,39.69,384,IDLE
02:12:14,24.24,53.81,543,276,4.75,22,19.3,32.28,380,44,2.48,36,27.59,34.6,398,ERROR
02:13:14,25.73,44.83,524,13,3.98,46,23.13,57.86,583,182,0.6,24,21.59,39.96,398,PAUSED
02:14:14,22.94,55.4,577,147,3.93,0,22.29,42.59,463,487,3.23,48,23.92,54.12,402,PRINTING
02:15:14,23.08,43.9,469,488,2.48,45,20.12,31.69,545,392,0.07,30,24.79,51.87,450,ERROR
02:16:14,27.56,34.86,592,65,0.79,1,20.17,45.03,548,405,0.31,3,26.06,48.33,459,IDLE
02:17:14,19.23,59.87,385,408,2.12,41,20.62,58.77,397,84,0.91,42,27.12,34.74,483,IDLE
02:18:14,23.13,46.24,517,408,4.51,6,27.37,54.15,505,492,2.15,28,20.1,57.69,452,PAUSED
02:19:14,20.77,47.26,481,435,2.3,38,23.38,32.58,556,499,0.01,49,20.78,40.62,557,PRINTING
02:20:14,20.8,31.34,519,215,4.59,30,28.0,35.3,387,477,0.57,13,25.35,33.52,463,PRINTING
02:21:14,26.76,38.28,461,89,0.78,7,26.95,54.34,560,133,4.6,5,23.07,59.42,519,ERROR
02:22:14,27.63,48.7,522,475,0.76,25,18.09,59.47,454,360,0.08,34,25.09,45.08,570,PAUSED
02:23:14,26.31,35.0,452,201,1.71,39,19.78,46.56,406,13,3.37,35,21.63,59.83,428,ERROR
02:24:14,19.95,41.56,539,44,2.65,34,27.37,51.82,500,374,3.83,9,22.28,43.52,548,ERROR
02:25:14,27.8,57.36,549,121,0.43,4,23.41,41.42,506,232,4.55,0,26.25,30.29,434,ERROR
02:26:14,20.59,47.99,380,108,2.83,34,18.13,31.93,571,225,2.79,11,21.2,42.65,517,IDLE
02:27:14,19.54,53.01,416,303,1.81,11,21.84,32.81,572,445,4.71,30,,,,PRINTING
02:28:14,19.43,44.34,387,65,1.56,41,19.95,45.52,471,109,2.57,7,18.68,33.48,545,PRINTING
02:29:14,25.81,55.19,446,468,1.19,26,24.92,56.38,403,151,2.02,24,21.12,32.38,456,PAUSED
02:30:14,24.21,33.75,396,177,3.75,10,26.04,38.22,426,56,0.48,13,22.1,36.31,504,PAUSED
02:31:14,20.98,41.59,422,364,0.06,20,24.7,40.35,495,355,0.13,44,19.06,47.76,528,ERROR
02:32:14,26.21,57.94,567,218,0.03,29,21.65,49.83,530,399,0.98,1,22.28,39.05,452,IDLE
02:33:14,23.23,59.7,534,444,1.14,10,24.44,49.78,600,219,0.29,43,24.4,31.49,518,PAUSED
02:34:14,24.93,31.57,416,204,0.56,16,24.03,37.97,526,454,0.75,28,24.77,31.67,459,PAUSED
02:35:14,27.53,45.92,552,22,1.76,37,24.4,33.45,424,75,2.59,28,26.83,35.19,547,ERROR
02:36:14,27.03,36.96,417,55,1.49,5,27.27,35.6,421,119,4.78,43,27.66,50.8,399,IDLE
02:37:14,26.19,58.73,574,321,2.62,32,20.76,42.74,545,297,2.01,17,27.57,47.15,585,IDLE
02:38:14,22.83,33.85,394,293,1.02,17,24.94,40.03,545,326,0.73,17,19.04,48.59,586,IDLE
02:39:14,22.93,33.92,584,18,3.1,48,24.7,50.99,429,328,2.85,10,21.23,30.1,483,IDLE
02:40:14,23.52,50.56,388,386,0.73,43,23.39,44.66,591,303,0.96,38,,,,PRINTING
02:41:14,23.91,47.77,414,282,4.54,31,21.11,57.37,430,340,2.74,25,26.36,30.26,426,IDLE
02:42:14,19.77,35.37,404,300,1.39,3,23.27,57.67,414,263,4.08,25,20.29,45.14,556,PAUSED
02:43:14,23.16,55.01,446,152,2.23,30,,,,,,,27.88,47.15,591,ERROR
02:44:14,,,,,,,25.9,59.66,506,390,0.72,6,20.14,37.4,382,ERROR
02:45:14,18.01,56.02,402,442,3.71,40,,,,,,,20.27,31.0,592,PAUSED
02:46:14,25.99,41.66,516,290,2.7,28,20.03,48.01,511,388,3.42,17,,,,ERROR
02:47:14,18.88,46.38,433,247,2.68,33,25.79,54.64,381,319,4.84,33,25.53,51.38,547,IDLE
02:48:14,26.09,59.53,547,145,2.2,3,21.99,54.63,451,49,4.99,10,22.78,33.53,402,PAUSED
02:49:14,26.09,56.39,570,14,0.64,41,24.48,51.5,382,490,4.25,11,20.47,54.06,386,ERROR
02:50:14,25.32,30.55,465,374,4.43,18,23.44,56.16,488,183,2.56,49,19.68,34.47,438,ERROR
02:51:14,22.03,30.78,468,184,0.34,15,22.11,41.67,419,487,1.17,48,23.24,53.98,580,ERROR
02:52:14,22.54,53.81,507,435,0.41,20,,,,,,,27.41,35.15,465,ERROR
02:53:14,22.79,58.48,572,335,0.35,36,24.79,50.03,395,225,3.43,45,20.23,53.39,386,ERROR
02:54:14,18.73,49.72,572,7,2.83,2,26.88,55.13,482,104,1.28,14,23.69,31.25,434,IDLE
02:55:14,22.47,54.75,535,370,2.73,22,23.73,43.8,591,257,1.67,40,27.9,59.08,546,PAUSED
02:56:14,25.49,50.83,519,417,2.62,11,26.48,38.47,576,467,3.99,39,18.79,45.05,383,PRINTING
02:57:14,,,,,,,19.31,55.39,552,235,4.16,45,26.05,59.14,535,IDLE
02:58:14,19.68,36.81,584,184,2.27,19,18.87,59.77,507,120,4.94,33,19.7,56.54,424,IDLE
02:59:14,27.38,41.97,435,230,0.35,39,25.62,37.11,588,388,2.15,19,20.9,56.81,570,PAUSED
03:00:14,24.42,56.98,546,398,0.27,2,18.12,38.73,445,439,0.32,22,18.19,54.25,398,PAUSED
03:01:14,21.03,56.06,415,319,2.24,29,18.29,30.51,393,326,2.83,43,22.99,51.99,435,PRINTING
03:02:14,23.02,57.18,488,376,4.31,30,18.95,40.94,506,286,4.48,37,19.15,49.6,499,IDLE
03:03:14,,,,,,,20.55,47.19,542,89,3.25,36,26.19,41.14,459,ERROR
03:04:14,19.44,52.84,577,299,4.11,21,26.13,54.41,444,67,4.34,45,24.04,35.34,584,ERROR
03:05:14,21.6,42.76,510,34,1.25,3,22.08,54.48,413,124,1.07,40,18.84,49.34,536,PRINTING
03:06:14,19.04,38.52,576,59,2.28,1,21.64,32.78,522,77,1.89,26,20.79,53.39,551,ERROR
03:07:14,26.96,51.28,395,364,3.61,2,26.25,42.16,434,467,0.84,35,23.41,49.77,583,PRINTING
03:08:14,18.02,44.59,572,463,2.52,32,18.87,39.47,399,17,2.4,18,26.23,48.24,504,PRINTING
03:09:14,18.28,42.27,565,267,0.61,32,19.47,41.09,450,7,1.46,9,25.07,37.54,491,ERROR
03:10:14,21.06,37.0,502,295,2.61,0,26.72,49.3,477,340,0.25,30,18.98,38.55,558,IDLE
03:11:14,23.0,38.92,398,83,3.62,8,26.19,54.51,591,195,3.96,34,25.2,46.0,522,ERROR
03:12:14,18.49,56.03,442,50,1.96,17,26.06,52.8,431,179,4.45,10,21.07,52.76,526,PRINTING
03:13:14,24.93,54.23,416,215,4.51,49,23.77,52.24,537,421,3.89,33,24.68,49.73,527,PRINTING
03:14:14,23.68,58.0,562,281,3.97,7,26.45,45.07,443,1,1.72,24,21.22,49.58,382,ERROR
03:15:14,20.0,42.21,530,122,4.06,11,18.84,51.98,500,39,1.58,10,24.43,58.18,441,IDLE
03:16:14,25.3,48.21,513,141,1.21,44,21.17,53.89,434,308,1.15,20,27.39,48.89,411,IDLE
03:17:14,25.65,51.76,564,173,4.39,47,25.01,46.76,451,264,1.83,25,18.32,42.26,457,PAUSED
03:18:14,24.82,41.18,466,137,1.68,31,22.82,47.87,389,490,0.28,32,27.36,48.83,485,IDLE
03:19:14,23.21,35.22,398,464,2.56,49,26.13,43.06,499,184,0.1,7,20.16,51.8,506,IDLE
03:20:14,20.33,34.7,423,88,0.03,20,,,,,,,18.76,58.74,466,ERROR
03:21:14,20.47,47.75,509,52,3.46,7,21.21,49.81,518,202,1.26,48,27.03,50.1,533,IDLE
03:22:14,21.99,50.31,573,494,0.01,43,22.41,33.13,392,269,4.06,21,22.11,52.37,521,IDLE
03:23:14,,,,,,,22.28,56.94,489,405,3.95,19,24.62,55.66,416,PRINTING
03:24:14,24.31,36.63,394,109,0.59,44,20.22,56.75,405,189,1.81,4,21.45,54.11,513,PRINTING
03:25:14,27.23,50.09,440,223,2.74,46,21.93,45.49,591,48,2.05,31,25.46,54.7,600,IDLE
03:26:14,27.55,48.54,484,30,3.33,41,20.5,47.06,421,488,3.52,23,22.07,59.13,419,PAUSED
03:27:14,19.42,58.88,395,438,4.58,4,24.98,55.68,565,263,0.56,34,24.71,33.76,413,PRINTING
03:28:14,20.61,50.93,597,3,3.66,15,24.85,31.02,507,422,0.58,34,23.69,34.87,543,IDLE
03:29:14,21.55,31.47,479,405,2.8,15,21.87,42.53,580,119,1.67,45,27.77,38.72,511,PRINTING
03:30:14,27.61,49.73,585,217,0.3,45,23.83,47.21,408,406,4.59,43,26.02,58.94,502,IDLE
03:31:14,18.23,43.71,572,149,3.85,26,27.16,43.48,457,28,0.72,48,27.18,42.7,529,ERROR
03:32:14,21.49,42.8,493,318,4.86,16,18.55,42.86,473,22,2.41,30,18.05,59.48,512,PAUSED
03:33:14,19.23,34.54,398,5,2.17,25,24.25,31.66,383,486,0.06,17,18.08,34.05,431,ERROR
03:34:14,18.49,35.19,500,310,0.97,15,24.62,58.56,456,424,3.39,43,18.14,50.66,453,ERROR
03:35:14,27.05,49.24,576,191,3.66,17,18.34,44.9,535,471,4.36,9,25.32,42.85,414,IDLE
03:36:14,27.62,30.75,453,249,1.27,10,19.73,53.61,566,367,0.97,35,24.74,55.76,413,PAUSED
03:37:14,25.66,46.46,519,14,4.87,2,25.88,55.64,521,342,2.7,6,,,,PAUSED
03:38:14,,,,,,,18.31,38.18,398,389,2.47,39,26.57,40.24,592,PAUSED
03:39:14,,,,,,,24.96,52.41,584,270,3.77,47,22.19,30.82,600,ERROR
03:40:14,21.93,49.51,553,47,3.59,28,18.05,39.36,475,467,0.91,25,,,,PAUSED
03:41:14,20.75,39.57,577,108,4.39,32,24.71,56.88,524,85,4.93,21,19.81,49.61,404,IDLE
03:42:14,27.43,51.81,537,358,1.16,35,22.06,47.22,549,224,1.08,13,18.65,38.58,527,PAUSED
03:43:14,,,,,,,25.53,47.2,599,349,0.79,17,20.19,55.76,472,PRINTING
03:44:14,24.02,41.4,530,24,0.08,47,23.84,42.27,527,253,2.93,7,18.08,49.79,410,IDLE
03:45:14,22.65,59.89,553,462,2.84,3,27.96,56.83,433,98,4.32,42,24.54,30.43,538,PAUSED
03:46:14,21.81,30.76,435,421,0.51,22,26.67,38.19,407,318,4.93,22,20.25,38.04,526,IDLE
03:47:14,21.8,58.93,549,258,3.72,31,22.48,32.83,398,111,4.76,50,25.03,45.52,470,ERROR
03:48:14,19.2,53.75,532,60,2.46,13,22.47,49.43,561,452,0.88,32,20.39,52.51,420,IDLE
03:49:14,,,,,,,24.38,53.94,593,102,3.81,39,25.78,43.67,451,PAUSED
03:50:14,22.35,46.39,492,377,4.86,1,23.02,43.42,521,329,1.28,49,19.36,39.03,420,IDLE
03:51:14,27.6,57.85,567,458,4.17,20,26.14,43.63,518,211,4.47,16,23.64,44.55,486,PAUSED
03:52:14,19.4,40.6,508,448,2.13,38,20.87,57.3,587,83,3.58,43,22.75,47.14,393,PAUSED
03:53:14,26.39,39.25,497,110,2.39,21,18.33,56.63,399,138,1.47,37,23.25,49.23,477,PRINTING
03:54:14,22.07,43.18,514,274,4.69,15,21.99,59.2,441,414,4.53,50,18.48,55.4,521,PRINTING
03:55:14,18.04,43.1,475,288,3.85,7,26.28,47.33,568,21,2.8,14,24.45,58.58,407,ERROR
03:56:14,25.0,41.56,557,128,0.17,26,21.36,59.5,407,195,2.61,30,21.82,32.2,503,PAUSED
03:57:14,24.2,31.98,390,381,0.75,39,19.69,54.09,403,485,4.64,31,20.26,45.25,458,PAUSED
03:58:14,26.16,51.92,573,218,1.73,16,25.19,58.59,510,353,4.27,28,25.25,36.27,482,PAUSED
03:59:14,24.48,45.92,552,482,0.6,33,20.33,30.52,453,311,0.62,37,21.84,39.47,398,IDLE
04:00:14,18.77,30.28,588,454,3.36,45,20.2,58.8,441,266,0.52,33,27.87,54.86,584,PRINTING
04:01:14,20.13,47.91,439,270,2.37,22,23.52,46.38,427,181,0.54,0,24.67,30.16,387,IDLE
04:02:14,27.64,47.24,491,67,1.98,49,,,,,,,21.44,44.96,410,IDLE
04:03:14,22.2,51.06,534,165,3.52,27,21.64,50.01,510,53,4.85,8,26.48,31.05,387,ERROR
04:04:14,25.23,55.72,490,451,4.5,32,25.4,33.4,550,437,0.06,20,25.13,41.74,551,ERROR
04:05:14,27.67,46.43,595,273,1.22,8,23.32,56.61,589,380,2.89,47,22.03,31.26,458,PRINTING
04:06:14,27.25,36.7,568,320,0.14,14,27.16,36.05,559,485,1.18,50,25.7,49.29,525,ERROR
