,Sensor Ext 1,,,,,,Sensor Int 1,,,,,,Sensor Int 2,,,
00:42:07,26.28,30.21,458,141,1.8,46,26.33,41.23,460,52,0.25,5,27.0,36.53,430,PAUSED
00:43:07,18.62,37.42,482,427,3.16,1,20.3,54.05,435,488,0.77,1,23.01,45.32,478,PRINTING
00:44:07,23.03,56.95,590,397,1.22,25,24.77,38.0,451,101,4.77,25,18.18,37.57,418,ERROR
00:45:07,21.21,46.62,586,106,2.48,1,24.9,35.03,402,392,3.32,36,23.47,33.04,576,PAUSED
00:46:07,18.07,38.27,397,82,4.66,4,18.9,30.47,539,175,3.94,7,21.04,47.37,457,PRINTING
00:47:07,18.83,54.64,530,272,4.62,42,20.75,50.02,471,67,4.46,43,25.03,44.49,593,PAUSED
00:48:07,20.83,48.72,398,31,3.12,24,19.27,56.68,513,180,4.98,48,,,,PRINTING
00:49:07,20.27,38.8,525,457,0.6,36,24.26,35.5,430,96,3.03,48,,,,ERROR
00:50:07,19.97,50.15,449,472,4.89,10,20.53,38.54,580,39,4.09,40,20.24,41.65,536,IDLE
00:51:07,27.93,37.41,407,110,0.18,23,,,,,,,,,,ERROR
00:52:07,18.16,46.33,433,303,3.94,13,19.95,34.98,588,82,1.01,41,26.21,32.16,518,ERROR
00:53:07,19.16,40.56,450,396,0.83,48,27.53,54.71,575,445,0.98,34,23.4,39.5,589,PRINTING
00:54:07,27.75,52.43,538,40,2.88,36,19.18,32.95,598,60,4.74,11,24.54,33.79,435,PAUSED
00:55:07,27.65,31.72,382,199,0.02,33,27.37,51.65,554,453,3.88,15,19.29,43.24,500,IDLE
00:56:07,23.77,55.21,476,9,2.32,16,22.76,37.72,547,64,2.11,34,27.87,43.24,494,PAUSED
00:57:07,23.84,45.32,382,457,0.73,3,20.13,34.73,585,209,4.95,7,26.01,30.98,509,PAUSED
00:58:07,22.29,50.76,569,404,1.83,36,23.57,49.38,565,207,3.01,19,21.67,56.28,444,PRINTING
00:59:07,26.44,59.95,551,165,0.14,0,22.92,45.71,443,161,2.88,19,21.44,45.53,418,PRINTING
01:00:07,27.8,31.11,594,63,3.4,32,18.1,33.05,546,48,2.52,36,27.66,31.49,421,PRINTING
01:01:07,19.42,49.81,386,1,3.84,48,23.56,35.69,389,125,2.65,1,25.5,38.9,521,PAUSED
01:02:07,22.48,47.75,448,74,4.96,11,19.52,53.61,599,363,1.91,17,25.0,54.63,421,PRINTING
01:03:07,23.9,47.78,573,427,0.24,22,21.04,36.91,446,74,0.51,38,27.73,39.43,464,IDLE
01:04:07,22.17,57.96,511,211,1.2,16,20.61,56.42,568,441,3.24,50,21.32,39.6,466,PRINTING
01:05:07,22.07,54.77,538,388,3.24,45,19.0,37.14,496,270,2.66,26,23.66,39.56,383,ERROR
01:06:07,22.62,42.21,576,13,3.81,21,23.94,53.56,501,98,0.55,44,26.34,40.9,444,IDLE
01:07:07,19.52,47.42,570,282,2.38,32,27.99,45.79,578,304,0.07,47,22.49,50.85,584,PAUSED
01:08:07,20.93,42.61,424,226,3.26,28,18.01,41.13,383,468,2.26,10,24.25,58.77,578,PRINTING
01:09:07,21.99,31.11,397,321,4.33,7,21.35,57.48,415,274,1.12,7,18.11,45.03,520,PAUSED
01:10:07,21.44,36.84,530,32,2.57,34,24.46,57.16,461,152,0.4,18,21.3,46.38,454,ERROR
01:11:07,18.53,58.52,575,226,1.11,7,25.64,45.04,570,414,1.17,21,,,,IDLE
01:12:07,25.26,52.97,465,331,4.61,46,22.73,34.86,473,222,2.18,10,21.31,36.82,541,IDLE
01:13:07,18.41,57.43,543,279,1.72,23,19.4,45.65,531,323,4.56,40,20.81,43.36,598,IDLE
01:14:07,21.88,54.95,398,101,4.87,7,23.5,37.96,479,81,0.26,24,18.43,39.57,549,PAUSED
01:15:07,25.71,43.58,581,284,4.52,32,24.77,37.05,528,439,1.92,46,23.36,52.9,410,IDLE
01:16:07,27.32,49.59,452,372,4.8,45,26.05,58.4,556,151,0.96,4,24.51,45.92,554,PAUSED
01:17:07,20.24,42.16,458,383,4.61,39,,,,,,,23.8,40.05,476,PAUSED
01:18:07,22.34,38.96,504,402,4.12,7,19.33,51.46,554,349,0.09,9,22.12,32.82,433,IDLE
01:19:07,27.37,36.6,420,124,2.3,10,24.21,48.35,479,219,3.94,21,24.41,56.74,417,PRINTING
01:20:07,19.89,39.76,512,83,4.96,35,24.36,36.79,593,121,3.97,30,26.03,38.96,594,PRINTING
01:21:07,19.54,51.89,382,60,1.54,27,18.99,47.74,503,409,3.79,11,27.87,58.9,403,ERROR
01:22:07,25.39,32.69,403,78,3.95,3,23.8,35.71,499,59,3.32,13,18.89,47.57,513,ERROR
01:23:07,24.56,52.61,436,239,0.13,44,20.09,44.45,530,155,2.1,20,18.15,58.49,392,PRINTING
01:24:07,23.93,43.51,384,37,2.44,13,21.23,36.07,385,325,0.73,32,27.55,58.94,438,ERROR
01:25:07,20.31,38.06,382,292,3.98,33,22.99,52.7,589,134,1.45,21,19.81,48.34,434,PRINTING
01:26:07,22.91,49.57,517,444,4.15,34,20.41,48.51,525,409,2.15,41,19.99,48.7,440,PAUSED
01:27:07,23.05,36.31,501,131,2.92,22,25.5,49.43,506,416,4.31,14,25.31,50.61,487,PAUSED
01:28:07,25.57,38.33,485,182,1.87,34,23.95,43.71,464,52,0.22,28,24.48,50.21,589,ERROR
01:29:07,25.97,39.68,595,497,0.87,41,25.01,45.28,573,87,0.75,16,,,,IDLE
01:30:07,21.83,54.65,592,241,2.99,2,22.0,39.84,431,27,2.9,40,26.9,37.26,590,PAUSED
01:31:07,18.97,54.47,504,270,0.66,14,20.16,47.92,433,254,1.97,17,23.98,57.89,531,IDLE
01:32:07,23.82,55.87,532,387,2.82,6,,,,,,,24.99,54.24,592,ERROR
01:33:07,,,,,,,27.22,52.29,485,340,2.96,23,24.52,59.38,598,IDLE
01:34:07,26.42,44.18,381,339,2.08,26,20.05,34.13,434,260,0.28,26,19.67,31.01,498,ERROR
01:35:07,23.9,39.03,552,365,2.93,17,26.38,55.64,554,275,0.65,10,27.4,45.68,535,PAUSED
01:36:07,21.23,56.15,581,134,2.71,37,22.85,44.83,509,236,1.88,12,20.74,36.46,537,PAUSED
01:37:07,19.86,49.2,551,434,4.79,20,21.15,58.24,507,35,2.45,16,27.75,33.02,597,PAUSED
01:38:07,27.13,30.11,467,90,2.22,13,26.49,56.73,387,155,1.93,21,22.49,38.87,493,PRINTING
01:39:07,27.46,50.64,439,305,4.16,32,23.28,55.48,391,120,0.48,43,19.25,49.05,546,ERROR
01:40:07,26.79,53.4,457,453,0.93,17,24.68,48.8,595,413,1.99,32,26.85,59.38,534,ERROR
01:41:07,27.46,40.14,583,393,2.25,2,26.21,46.57,422,57,4.52,38,26.8,59.39,503,PAUSED
01:42:07,26.26,59.21,391,132,1.09,30,24.39,56.81,410,52,4.87,36,27.44,44.52,398,PRINTING
01:43:07,24.3,50.38,598,218,3.72,48,22.57,30.84,497,498,0.47,47,21.72,57.73,381,IDLE
01:44:07,25.78,30.41,566,5,2.15,17,21.75,58.92,549,91,0.17,18,26.3,56.8,438,IDLE
01:45:07,21.93,45.29,535,57,4.91,14,24.74,44.93,465,75,1.76,8,23.31,33.13,419,ERROR
01:46:07,26.5,47.55,580,473,3.76,43,21.53,30.52,560,453,0.64,4,20.62,34.58,577,IDLE
01:47:07,22.59,41.81,577,416,3.22,45,24.17,49.85,502,18,2.72,3,21.33,48.92,461,PRINTING
01:48:07,21.06,51.67,413,123,1.68,15,20.07,36.35,548,170,1.14,15,26.77,41.34,438,ERROR
01:49:07,18.83,40.89,509,172,0.82,15,18.34,44.37,423,51,2.68,4,21.14,43.57,487,ERROR
01:50:07,27.41,32.03,459,231,1.46,1,,,,,,,21.93,51.48,572,ERROR
01:51:07,23.32,43.24,582,360,1.26,21,25.89,33.11,552,39,2.5,7,18.85,52.34,473,IDLE
01:52:07,27.8,44.66,455,144,2.78,47,24.28,33.85,446,434,2.68,10,24.89,56.52,490,PRINTING
01:53:07,26.22,30.08,523,127,3.82,8,27.95,38.41,571,492,4.35,17,23.65,32.57,483,IDLE
01:54:07,22.64,53.46,406,6,0.04,14,,,,,,,23.19,47.75,421,PRINTING
01:55:07,26.62,37.81,479,413,3.69,31,23.29,40.83,435,293,2.39,5,24.28,57.23,440,PRINTING
01:56:07,18.77,41.98,448,401,1.55,23,21.02,49.12,551,326,3.77,5,27.21,34.03,579,PRINTING
01:57:07,25.0,31.1,389,116,0.98,18,18.69,59.91,404,327,0.67,26,20.33,39.14,494,IDLE
01:58:07,24.08,52.88,559,423,3.28,3,19.55,49.51,517,342,3.28,23,27.63,32.24,549,IDLE
01:59:07,22.22,34.53,553,134,4.0,33,18.87,50.21,457,499,4.29,1,25.82,56.23,518,IDLE
02:00:07,27.62,47.93,468,362,0.85,44,19.24,32.38,438,189,1.82,37,25.55,59.17,584,IDLE
02:01:07,,,,,,,21.88,38.5,546,126,2.38,22,22.26,42.45,422,ERROR
02:02:07,26.82,38.16,559,409,2.0,24,24.45,48.44,595,156,1.93,9,26.74,38.0,464,ERROR
02:03:07,24.65,30.18,411,414,2.86,32,,,,,,,24.33,52.08,413,PAUSED
02:04:07,18.71,31.47,508,65,2.11,22,19.17,33.9,543,433,0.39,36,25.09,55.21,431,IDLE
02:05:07,23.53,47.49,580,207,3.62,48,19.08,30.78,454,427,2.0,49,19.89,36.79,503,ERROR
02:06:07,25.11,47.06,499,331,2.2,31,23.44,34.0,568,54,4.38,41,20.32,42.71,403,ERROR
02:07:07,22.54,48.09,508,308,1.88,29,27.02,54.53,548,479,0.49,19,26.88,34.74,405,IDLE
02:08:07,26.51,33.79,526,201,1.62,21,25.89,30.96,592,51,4.41,37,20.63,41.8,447,PRINTING
02:09:07,27.85,52.51,480,332,4.89,20,22.23,46.47,435,295,3.93,11,27.74,49.66,502,ERROR
02:10:07,24.16,43.61,380,158,1.14,0,27.66,32.53,485,404,1.81,27,19.71,37.3,571,IDLE
02:11:07,24.58,52.87,504,60,2.5,7,24.58,42.26,473,387,2.81,27,22.2,56.8,424,PRINTING
02:12:07,23.86,37.78,492,74,1.47,3,20.66,37.9,440,112,1.05,22,22.15,46.61,547,IDLE
02:13:07,27.53,48.24,491,463,4.55,6,23.88,44.92,487,273,1.89,37,27.73,55.37,539,ERROR
02:14:07,23.55,56.85,453,58,1.56,44,21.66,57.95,399,244,0.07,20,26.98,31.59,475,PRINTING
02:15:07,18.07,55.23,478,224,4.59,12,18.66,59.08,559,395,1.36,31,18.32,47.46,463,IDLE
02:16:07,21.7,54.72,457,342,2.33,17,23.55,39.33,382,108,4.06,34,26.11,42.81,574,IDLE
02:17:07,,,,,,,19.86,48.51,572,120,1.71,25,25.17,42.25,383,IDLE
02:18:07,21.72,31.64,470,202,2.78,46,25.38,47.75,529,346,2.7,40,27.51,54.08,395,ERROR
02:19:07,18.52,34.75,407,324,2.86,42,27.02,52.92,503,231,2.25,23,19.24,46.11,566,ERROR
02:20:07,27.61,42.73,462,424,1.15,24,19.61,52.09,576,210,1.0,10,18.17,43.18,582,PRINTING
02:21:07,23.08,45.31,566,106,1.57,6,24.69,33.99,534,104,2.23,22,22.81,30.33,442,PRINTING
02:22:07,22.06,48.17,402,274,4.63,25,18.03,40.6,431,475,1.18,16,22.76,35.54,504,PRINTING
02:23:07,19.28,39.35,597,468,4.2,29,18.73,45.56,472,354,0.36,43,18.32,40.94,472,IDLE
02:24:07,19.6,55.01,582,154,2.64,40,27.48,34.65,494,109,3.84,11,21.87,35.38,394,PRINTING
02:25:07,27.11,57.06,429,424,2.26,18,18.6,45.25,537,151,3.48,48,,,,PAUSED
02:26:07,23.51,59.71,527,306,2.62,29,26.29,40.92,428,329,0.73,34,22.47,49.56,389,PAUSED
02:27:07,27.91,53.36,446,348,0.9,38,25.95,39.6,584,61,0.49,8,21.21,32.11,426,ERROR
02:28:07,24.16,44.34,395,433,4.68,8,25.13,39.93,589,130,2.27,48,25.78,53.11,560,PAUSED
02:29:07,27.23,51.19,384,239,3.25,38,24.87,42.09,573,23,1.98,23,23.67,56.79,525,ERROR
02:30:07,20.35,37.58,576,162,3.48,36,18.55,59.62,583,377,2.18,49,21.33,47.1,529,ERROR
02:31:07,18.65,50.84,437,359,0.36,46,18.43,35.47,509,390,2.58,11,27.52,52.76,542,PAUSED
02:32:07,25.03,52.06,447,258,0.39,10,23.67,57.53,535,403,4.77,23,24.55,51.28,489,ERROR
02:33:07,,,,,,,26.73,50.92,523,174,1.78,28,23.61,30.11,534,PRINTING
02:34:07,23.96,44.13,480,9,2.46,29,26.86,34.18,533,53,3.1,34,23.43,53.03,484,ERROR
02:35:07,25.89,47.69,495,222,0.72,19,18.58,38.05,567,147,0.35,45,21.15,45.2,517,IDLE
02:36:07,22.84,30.39,502,360,4.59,2,25.03,43.69,382,357,0.97,15,22.84,38.44,596,IDLE
02:37:07,23.22,42.1,518,177,2.53,23,27.15,40.73,486,437,3.44,50,23.25,42.31,529,PRINTING
02:38:07,24.15,51.56,497,311,4.84,46,,,,,,,21.22,33.95,530,PAUSED
02:39:07,25.3,35.1,455,127,4.73,31,20.77,31.98,561,391,2.15,6,26.23,42.35,550,ERROR
02:40:07,24.68,59.91,587,134,4.75,36,24.62,48.97,529,199,0.57,26,22.62,57.43,541,IDLE
02:41:07,20.83,51.48,396,107,3.59,49,19.2,35.56,509,62,3.72,42,19.53,57.95,453,PAUSED
02:42:07,18.0,59.82,501,264,0.39,4,19.48,59.11,391,106,0.94,9,26.97,41.33,588,IDLE
02:43:07,18.87,49.25,444,235,2.44,27,18.89,54.31,538,34,4.14,26,24.82,48.52,582,ERROR
02:44:07,20.35,44.86,428,482,4.83,49,19.58,46.01,587,287,4.64,41,,,,PAUSED
02:45:07,26.15,56.29,483,483,3.05,12,18.52,50.17,391,201,2.93,44,21.22,42.6,387,PAUSED
02:46:07,20.39,54.24,471,86,2.38,47,22.12,51.46,558,23,2.49,30,25.34,43.3,422,PRINTING
02:47:07,27.14,36.6,432,488,4.06,34,,,,,,,23.37,49.38,382,IDLE
02:48:07,26.33,53.86,536,143,3.06,6,20.93,34.77,459,473,2.43,5,18.67,40.8,500,PRINTING
02:49:07,27.0,49.6,433,432,3.0,46,23.31,50.13,472,291,3.87,44,22.74,51.5,521,IDLE
02:50:07,25.95,33.95,463,118,2.24,38,27.03,34.91,492,406,3.7,7,25.94,38.77,426,PAUSED
02:51:07,23.1,30.16,442,17,2.22,39,23.72,45.43,596,281,4.24,26,25.62,55.89,547,PRINTING
02:52:07,22.55,34.3,399,1,3.94,15,27.73,59.04,415,347,2.62,18,22.5,42.64,493,PAUSED
02:53:07,21.93,52.46,412,267,3.17,46,26.92,42.15,383,171,3.36,50,23.58,45.28,411,PRINTING
02:54:07,23.97,55.65,541,45,1.01,40,21.91,55.63,398,461,3.19,17,22.56,45.31,496,PAUSED
02:55:07,25.68,51.01,484,148,1.69,15,26.48,36.51,469,57,4.76,47,23.18,49.49,532,ERROR
02:56:07,25.46,38.68,390,72,0.25,37,21.76,50.36,536,435,2.39,13,27.91,46.04,438,IDLE
02:57:07,18.97,44.83,542,57,3.55,34,26.5,44.64,526,39,4.27,45,24.21,33.5,561,PAUSED
02:58:07,24.18,47.24,565,71,0.63,2,18.41,35.01,599,223,0.65,50,18.18,47.83,550,ERROR
02:59:07,19.31,57.45,492,292,1.67,39,26.78,52.26,591,149,3.1,49,22.47,49.74,508,PAUSED
03:00:07,27.99,45.96,470,426,2.05,20,24.4,47.07,482,495,1.49,16,18.1,53.86,575,IDLE
03:01:07,20.28,37.97,522,184,2.54,2,20.17,52.16,437,128,0.76,42,,,,PRINTING
03:02:07,20.3,33.51,510,442,4.99,38,19.89,40.57,381,163,3.61,33,23.02,30.23,522,PAUSED
03:03:07,24.21,32.79,511,307,4.54,18,22.35,58.19,583,197,3.59,11,18.24,35.07,574,IDLE
03:04:07,22.16,49.69,453,93,4.29,42,,,,,,,26.94,49.56,535,ERROR
03:05:07,18.15,33.02,460,136,4.75,15,20.34,31.37,411,1,4.32,40,27.03,32.29,495,PAUSED
03:06:07,,,,,,,24.74,59.9,431,3,2.86,42,18.0,34.5,533,IDLE
03:07:07,19.11,49.88,527,497,4.04,1,19.73,57.26,526,198,4.62,42,18.81,54.36,507,ERROR
03:08:07,19.6,59.32,586,129,2.54,13,21.98,35.92,561,251,2.02,42,25.86,30.13,589,PAUSED
03:09:07,20.91,39.42,561,293,2.13,9,24.5,33.17,488,488,2.78,15,27.36,42.78,515,ERROR
03:10:07,22.55,56.75,515,483,1.9,9,22.12,32.92,571,243,0.38,16,24.32,39.57,405,PAUSED
03:11:07,27.41,42.75,559,170,4.55,42,18.56,55.61,418,394,2.19,9,24.0,35.51,595,PRINTING
03:12:07,21.41,50.86,514,243,1.39,49,25.32,46.44,593,355,4.19,4,22.12,43.29,458,PAUSED
03:13:07,18.14,39.98,512,368,3.27,18,23.31,46.53,411,183,2.93,49,26.91,37.49,575,IDLE
03:14:07,27.32,39.56,403,16,2.1,49,22.22,35.37,551,414,2.95,44,27.91,46.38,395,PAUSED
03:15:07,24.21,32.41,522,343,3.75,45,20.33,40.76,591,408,4.4,37,24.98,35.19,394,PAUSED
03:16:07,24.8,39.12,556,206,3.56,13,25.93,35.66,488,22,3.21,46,24.5,36.22,553,PRINTING
03:17:07,18.34,31.6,537,292,0.0,27,,,,,,,27.23,39.24,430,IDLE
03:18:07,23.2,45.84,429,119,3.69,4,27.98,31.07,424,167,0.9,4,19.86,59.45,515,PRINTING
03:19:07,24.13,57.34,387,100,3.76,26,25.7,58.01,386,96,2.81,45,18.92,55.95,592,PAUSED
03:20:07,23.05,38.81,428,86,2.5,6,19.69,47.67,491,364,2.37,10,18.98,35.14,583,PAUSED
03:21:07,27.2,47.81,553,454,1.97,37,18.61,47.08,521,174,3.07,7,24.3,59.24,389,IDLE
03:22:08,21.63,59.31,475,461,4.23,27,20.14,41.19,403,24,4.6,47,19.18,55.27,462,PAUSED
03:23:08,21.24,39.01,466,229,0.55,1,21.9,54.92,382,324,0.23,12,20.03,38.42,458,PRINTING
03:24:08,27.13,30.7,598,112,4.11,8,21.55,56.52,478,21,4.16,47,21.05,54.26,480,PRINTING
03:25:08,19.86,44.86,523,228,0.47,11,21.11,59.57,594,398,3.69,9,19.48,48.44,539,PRINTING
03:26:08,20.46,33.16,381,126,4.19,23,22.69,55.06,446,197,4.64,27,,,,ERROR
03:27:08,26.1,40.91,568,391,3.69,8,19.24,39.7,441,118,4.06,42,26.59,32.96,573,PAUSED
03:28:08,21.73,56.4,482,134,1.23,3,,,,,,,26.04,40.24,440,PRINTING
03:29:08,18.93,37.31,494,445,2.18,33,21.82,50.68,529,140,1.81,21,22.18,32.07,520,PRINTING
03:30:08,25.59,48.03,439,36,4.55,2,27.2,36.82,475,315,2.16,34,23.26,37.29,382,PRINTING
03:31:08,20.52,42.12,424,7,1.75,24,22.39,52.09,506,191,2.9,46,25.53,50.67,560,PRINTING
03:32:08,23.61,58.92,480,90,2.19,14,27.65,58.52,391,352,4.56,33,21.76,55.25,577,PAUSED
03:33:08,18.5,56.95,407,247,0.56,24,18.64,55.86,430,452,4.82,3,22.27,39.67,449,ERROR
03:34:08,25.49,50.53,484,146,3.96,26,25.18,49.65,582,441,3.12,19,22.11,35.35,395,PAUSED
03:35:08,22.94,46.52,454,204,1.33,49,20.11,34.79,431,322,2.98,27,26.19,36.82,513,PAUSED
03:36:08,27.45,31.76,408,147,0.49,3,26.18,43.43,575,120,4.69,46,27.37,44.39,492,PRINTING
03:37:08,21.33,31.3,583,377,2.93,48,27.85,53.74,506,453,2.11,14,18.64,41.27,434,PAUSED
03:38:08,25.3,40.81,590,329,0.1,18,24.87,54.79,391,478,0.72,35,26.03,53.44,565,ERROR
03:39:08,24.96,56.17,453,426,4.64,12,18.02,34.14,582,441,1.23,34,23.84,55.27,399,PRINTING
03:40:08,18.29,50.01,569,464,1.57,34,20.69,52.58,593,37,0.96,13,18.86,46.89,425,IDLE
03:41:08,27.95,43.81,512,365,4.02,16,23.92,56.98,574,71,0.98,22,24.13,30.35,432,IDLE
03:42:08,18.43,47.9,422,449,4.06,5,19.83,38.08,415,92,4.28,15,26.21,54.07,550,PRINTING
03:43:08,23.46,52.44,520,259,4.06,27,25.43,58.4,491,183,0.58,37,21.64,34.15,572,PAUSED
03:44:08,22.25,39.87,499,72,1.97,18,26.18,31.89,389,310,3.03,36,25.13,59.35,485,PRINTING
03:45:08,19.5,52.69,438,369,1.71,11,25.81,50.76,594,154,1.76,46,19.92,59.97,512,PRINTING
03:46:08,26.4,33.79,598,335,2.75,9,18.44,56.65,476,192,3.3,3,20.96,36.38,588,IDLE
03:47:08,23.97,45.04,549,310,1.38,15,18.48,44.69,397,280,4.97,22,26.35,38.56,474,PAUSED
03:48:08,22.77,55.58,433,125,2.23,50,23.91,36.53,444,160,3.56,40,27.88,39.18,417,IDLE
03:49:08,18.84,47.16,511,200,1.87,36,18.45,55.09,567,106,4.42,32,20.17,56.96,443,PRINTING
03:50:08,25.31,46.46,508,289,1.26,20,19.71,50.46,557,310,4.47,2,27.99,50.97,561,PRINTING
03:51:08,26.22,56.1,502,122,2.68,28,22.72,55.04,581,252,2.94,36,22.46,31.64,471,PRINTING
03:52:08,18.64,30.84,496,174,4.47,23,20.65,43.91,474,263,0.5,33,25.63,52.53,402,ERROR
03:53:08,25.67,31.31,392,193,4.63,4,27.29,32.12,519,43,0.7,48,21.25,57.68,463,PRINTING
03:54:08,24.24,59.17,575,490,4.54,28,19.42,43.15,546,100,0.9,23,18.9,39.9,529,IDLE
03:55:08,20.62,37.56,418,88,4.8,19,24.78,37.8,390,219,2.17,9,18.06,55.83,413,IDLE
03:56:08,20.39,46.34,541,281,1.27,29,20.24,58.8,430,149,1.51,8,21.51,32.02,446,PRINTING
03:57:08,20.57,59.07,571,115,2.55,20,23.27,50.3,592,168,0.71,8,25.96,42.23,569,PAUSED
03:58:08,18.61,54.51,386,286,2.01,27,24.55,33.89,569,161,1.93,44,21.58,31.45,546,PAUSED
03:59:08,20.18,36.38,407,271,4.17,44,21.39,54.08,390,436,3.83,21,18.37,40.05,564,ERROR
04:00:08,19.58,53.31,558,457,0.11,13,18.11,31.02,536,24,0.1,1,23.71,42.74,572,ERROR
04:01:08,21.76,46.4,464,302,1.34,23,23.6,33.62,409,324,3.54,18,26.7,35.91,548,PRINTING
04:02:08,27.56,40.8,476,99,4.69,45,26.43,39.86,399,358,4.17,33,19.25,53.42,388,PAUSED
04:03:08,25.29,52.73,383,41,2.21,15,18.6,42.22,563,434,3.54,20,18.06,47.12,436,PRINTING
04:04:08,20.36,32.09,548,120,4.93,31,27.71,51.53,382,187,2.95,48,18.52,32.71,437,ERROR
04:05:08,19.79,31.65,428,409,1.84,36,19.07,48.41,508,454,1.65,21,23.98,34.56,413,IDLE
